path	classification	basis
tests/test_5774b_atomic_config_writes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_6673_notification_renotify.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_6728_cron_running_sidebar.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_6808_appearance_bootstrap_no_fabricated_choice.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_7027_state_dir_uid_probe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_732_gateway_routing_metadata.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_745_code_block_newlines.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_779_html_preview.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_886_ordered_list_numbering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_a11y_prompt_flyout_hidden_state.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_a11y_transcript_landmarks.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_access_log_delivery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_acp_session_sidebar_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_active_empty_session_sidebar.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_admin_reload.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_compat.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_context_docs.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_health_pid_path_fallback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_health_remote.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_max_turns_parity.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_row_id_replay_order.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_runtime_identity_loss.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_runtime_revision_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_source_dependency_audit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_agent_v021_transport_normalize.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_anchor_fallback_ownership.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_anchor_prose_incremental_finalize.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_anchor_scene_persistence.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_api_timeout.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_app_titlebar_restore.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_approval_card_layering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_approval_queue.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_approval_sse.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_approval_unblock.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_async_delegation_webui_bridge.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_atomic_settings_writes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_atomic_writer_fsync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_attachment_upload_toctou.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_attention_session_events.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auth.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auth_oidc.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auth_password_hash_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auth_session_persistence.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auth_sessions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auth_settings_safety.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auto_compression_card.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auto_compression_terminal_failure.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auxiliary_model_provider_prefix.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_auxiliary_models_settings.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_background_process_restart_recovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_background_process_wakeup_format.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_background_tasks.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_batch_fixes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_dedup_reaper_prune.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_task_complete_ab_coexistence.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_task_complete_focus_drop.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_task_complete_loadsession_stream_restart.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_task_complete_ring_buffer.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_task_complete_throttle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_task_complete_wakeup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_task_drain_loop_backoff.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bg_thread_start_lock.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_blank_live_turn_preserve_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_blockquote_rendering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bootstrap_discover_agent.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bootstrap_dotenv.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bootstrap_foreground.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bootstrap_python_selection.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_broken_pipe_cascade.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bugbatch_apr2026.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_bugfix_sweep.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_byok_model_dropdown.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_byte_range_parser.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cancel_interrupt.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cancel_stream_owner_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cancelled_turn_status.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cancelling_run_not_attachable.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_canonical_session_resolution_rfc.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_catalog_has_provider_compound_ids.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_catppuccin_skin.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_chat_panel_sidebar_resync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_chat_start_claim_cli_session.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_chat_start_provider_fallback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_chat_upload_attachment_paths.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_checkpoint_skips_redundant_sidecar_rewrite.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_chinese_locale.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_ci_hygiene.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_clarify_sse.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_clarify_unblock.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_claude_code_profile_agnostic_detail_load.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_claude_code_session_import.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cli_entry_point.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cli_only_slash_commands.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cli_session_tool_metadata.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cli_sessions_cache_cap.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cli_sessions_cache_fingerprint.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_client_event_diagnostics.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cmd_dropdown_scroll_838.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cmd_idle_fallback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_commands_endpoint.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compact_echo_suffix_linear_scan.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compaction_card_display.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compaction_current_summary_fallback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compaction_marker_writeback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_composer_capture_clear_race.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_composer_chip_lightbox.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_composer_draft_after_send.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_composer_footer_fit_freeze.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_composer_status_timeout.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compress_status_404_fix.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compressed_idle_resume.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compression_phantom_barrier.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compression_recovery_action.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compression_snapshot_revision.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_compression_snapshot_runtime_clear.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_configurable_pinned_sessions_limit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_configured_model_picker_dedup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_configured_model_picker_provider_routing.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_conftest_network_isolation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_conftest_server_boot.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_context_history_sanitization.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_context_message_dedup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_context_message_stable_ids.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_contract_review_gate.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_copilot_provider_model_settings_not_allowlist.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_core_data_loss_cases.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cors_preflight_allowlist.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_credential_pool_profile_scoping.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_credential_pool_providers.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_delivery_options.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_edit_round_trip.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_import_shadowing.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_manual_run_persistence.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_model_override.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_model_provider_picker.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_needs_attention.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_no_agent_edit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_query_param_validation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_refresh_button_835.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_run_job_import.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_script_job_ui.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_session_title.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cron_toast_notifications.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cross_profile_system_project_tagging.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cross_session_message_load_isolation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_csp_frame_src_extra.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_css_tooltips.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_csv_table_rendering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_ctl_bash32_compat.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_ctl_foreign_server_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_ctl_script.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_custom_provider_bare_model_reasoning.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_custom_provider_dict_models.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_custom_provider_display_name.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_custom_provider_model_identity.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_custom_provider_prefix_collisions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_custom_providers_in_panel.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_cvd3_terminal_local_origin_gate.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_czech_locale.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_dashboard_link_ui.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_dashboard_poll_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_dashboard_probe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_data_uri_images.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_default_personality.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_default_workspace_fallback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_delete_cli_session_delegate_cascade.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_display_merge_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_display_merge_cache_shortcut.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_docker_compose_gateway_and_password_forwarding.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_docker_docs_and_readonly.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_docker_env_readonly_vars.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_docker_gpu_runtime_docs.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_docs_gitignore_policy.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_dotted_model_label.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_early_session_title.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_embedded_workspace_terminal.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_empty_partial_activity_restore.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_empty_session_no_disk_write.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_evict_session_agent_active_run_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_excalidraw_inline_embed.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extension_hooks.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extension_session_hooks.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extension_settings_runtime.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extension_sidecar_proxy.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extension_status_endpoint.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extension_theme_registration.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extension_tts_engine_registration.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extension_turn_lifecycle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_extensions_settings_panel.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_file_manager_external_session.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_firefox_sidebar_scroll_stability.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_folder_download.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_font_size_setting.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_french_voices_tts_allowlist.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_full_session_resolve_gate.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_fullwidth_autolink_behaviour.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_approval_legacy_path.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_approval_runs_api.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_lifecycle_controls.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_read_idle_timeout.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_sse_reconnect_dedupe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_status_agent_health.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_sync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_watcher_profile.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_gateway_yolo_webui_compat.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_geist_contrast_skin.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_git_subprocess_windows_flags.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_glm_5_3_catalog.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_glm_5_3_flash_catalog.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_goal_command_js_behaviour.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_goal_command_webui.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_goal_silent_ingress_suppression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_graphite_skin.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_haos_runtime_profile_compat.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_hard_refresh_session_restore.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_health_restart.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_hidden_tab_server_initiated_turn.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_home_route_html_error.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_ime_composition.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_import_cli_session_lineage.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_index_shell_template_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_inflight_purge_missing_sessions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_inflight_send_start_race.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_inflight_storage_quota.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_inflight_stream_reuse.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_inline_handler_arg_escaping.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_insights.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1013_handoff_dock.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1014_model_not_found.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1094_provider_bugs.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1095_pasted_images.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1096_copy_buttons.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1097_workspace_drag_drop.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1100_prism_sri.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1103_reasoning_chip_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1105_ssrf_custom_providers.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1106_custom_providers_models.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1112_csp_google_fonts.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1116_composer_placeholder.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1118_idle_session_retry.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1139_password_remote.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1140_cron_badge_per_job.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1144_session_time_sync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1154_fenced_code_leak.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1164_env_file_corruption.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1188_fuzzy_match.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1189_openai_codex_detection.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1195_session_profile_routing.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1202_oauth_provider_status.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1217_transcript_compaction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1228_model_picker_duplicate_ids.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1240_generic_cli_catalog_sync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1255_refine_selection.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1257_llm_wiki_status.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1298_cancel_and_activity.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1360_streaming_scroll_hardening.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1361_cancel_data_loss.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1362_codex_oauth_onboarding.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1384_local_provider.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1413_li_path_coverage.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1420_lmstudio_provider_env_var.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1426_openrouter_free_tier_live_fetch.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1431_toolsets_chip_responsive.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1436_context_indicator_load_path.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1438_fence_anchoring.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1443_ime_helper_promotion.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
